username,rejected,email,nickname,created,study,study_name,question14_item1,prolific_id,prolific_reminder,question1,Q_sku_1,Q_sku_2,Q_sku_3,Q_vic_1,Q_vic_2,Q_vic_3,Q_met_1,Q_met_2,Q_met_3,Q_mus_1,question1,Q_mus_2,Q_mus_3,Q_spa_1,Q_spa_2,Q_spa_3,rt_general info,rt_demographics,rt_intro_to_mem_qs,"rt_Skull Evolution Filter, memory questions","rt_Victorian High Street Filter, memory questions","rt_Science Experiment Filter, memory questions","rt_Reflections of an Artist Filter, memory questions","rt_Satellite Launcher Filter, memory questions",survey_page_changed_to_general info,duration_seconds,duration_readable,user_at_start,PROLIFIC_PID,STUDY_ID,SESSION_ID,study_url,order_general info,survey_page_changed_to_demographics,order_demographics,survey_page_changed_to_intro_to_mem_qs,order_intro_to_mem_qs,"survey_page_changed_to_Reflections of an Artist Filter, memory questions","order_Reflections of an Artist Filter, memory questions","survey_page_changed_to_Skull Evolution Filter, memory questions","order_Skull Evolution Filter, memory questions","survey_page_changed_to_Science Experiment Filter, memory questions","order_Science Experiment Filter, memory questions","survey_page_changed_to_Victorian High Street Filter, memory questions","order_Victorian High Street Filter, memory questions","survey_page_changed_to_Satellite Launcher Filter, memory questions",internal_id,survey_page_changed_to_demographics_1,rt_demographics_1,survey_page_changed_to_intro_to_mem_qs_1,rt_intro_to_mem_qs_1,"order_Satellite Launcher Filter, memory questions",rt_general info_1,"survey_page_changed_to_Skull Evolution Filter, memory questions_1","rt_Skull Evolution Filter, memory questions_1","survey_page_changed_to_Science Experiment Filter, memory questions_1","rt_Science Experiment Filter, memory questions_1","survey_page_changed_to_Satellite Launcher Filter, memory questions_1","rt_Satellite Launcher Filter, memory questions_1","survey_page_changed_to_Victorian High Street Filter, memory questions_1","rt_Victorian High Street Filter, memory questions_1",pageNumber,order_general info_1,testxr_participant_id,testxr_uuid,rt_general info_1_2,"order_Skull Evolution Filter, memory questions_1"
﻿,0,,,2023-05-10 13:20:50.475166,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,63f7f62f78b5880ebb57d9d3,,,1,-3,1,-1,-1,-2,-3,1,-3,-2,,-2,1,1,-3,-1,5,7,6,19,14,11,,14,,86,1m:26s,AnonymousUser,63f7f62f78b5880ebb57d9d3,64413b954466c8a7f2cb51d1,645b8c006e4cd62485540087,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=63f7f62f78b5880ebb57d9d3&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=645b8c006e4cd62485540087,1,5,2,12,3,77,,18,4,51,6,37,5,62,15032,,,,,7,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 13:21:42.518776,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,62c5d77b4eacc0065ba43fe7,,,,-3,-1,-2,1,-1,1,1,-3,1,,-3,1,-2,-2,-2,8,10,5,7,32,17,45,,,140,2m:20s,AnonymousUser,62c5d77b4eacc0065ba43fe7,64413b04f9885d4cc8821c4a,645b8c2030286dbc5a34f03d,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=62c5d77b4eacc0065ba43fe7&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=645b8c2030286dbc5a34f03d,1,8,2,18,3,55,5,118,7,100,6,23,4,125,15033,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 13:22:44.065261,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,6413b7b31c9820ea68846031,,,1,-3,1,-2,1,-2,1,-3,-3,-3,,-3,-1,1,-2,-3,5,5,2,,24,39,32,82,10,248,4m:8s,AnonymousUser,6413b7b31c9820ea68846031,64413a0d54e71805ea2a1795,645b8c831e5228abb3391c57,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=6413b7b31c9820ea68846031&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=645b8c831e5228abb3391c57,1,5,2,35,3,183,7,215,,38,4,159,6,77,15034,19,16,,,5,9,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 13:24:03.825862,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,63d3a3629d0b9452d3f32c7e,,,-3,1,-2,-3,-1,-2,1,1,1,1,,-2,1,1,-2,-1,19,27,5,,17,42,27,67,,229,3m:49s,AnonymousUser,63d3a3629d0b9452d3f32c7e,64413b04f9885d4cc8821c4a,645b8cc8e89920dc80eee242,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=63d3a3629d0b9452d3f32c7e&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=645b8cc8e89920dc80eee242,1,19,2,46,3,161,6,205,,51,4,188,7,93,15035,,,,,5,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 13:24:35.547174,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,5f062fad1145f916fd34cebc,,,-1,1,-2,-3,1,-2,-2,1,1,-2,,-2,-3,1,-2,1,22,5,135,50,,32,36,59,,375,6m:15s,AnonymousUser,5f062fad1145f916fd34cebc,64413b954466c8a7f2cb51d1,645b8c64e3a4d7ac52847be1,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=5f062fad1145f916fd34cebc&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=645b8c64e3a4d7ac52847be1,1,22,2,27,3,194,5,289,7,162,4,339,,230,15036,,,,,6,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 13:24:39.647151,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,5eee89a6c00bfb337a3c54a8,,,-3,1,1,1,-3,-2,1,1,1,-3,,1,1,-3,1,1,20,9,4,21,20,,26,42,,163,2m:43s,AnonymousUser,5eee89a6c00bfb337a3c54a8,64413b954466c8a7f2cb51d1,645b8cdbb88159ddb7cd0e97,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=5eee89a6c00bfb337a3c54a8&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=645b8cdbb88159ddb7cd0e97,1,20,2,29,3,75,6,33,4,143,,54,5,101,15037,,,,,7,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 13:27:38.716330,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,5c2621dd70d93a000120b6df,,,-2,1,-2,-1,-1,-3,-3,1,1,-2,,-3,-3,1,1,1,19,8,2,,19,36,31,20,,150,2m:30s,AnonymousUser,5c2621dd70d93a000120b6df,64413b954466c8a7f2cb51d1,645b8d870fdfa1bddd9d18a2,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=5c2621dd70d93a000120b6df&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=645b8d870fdfa1bddd9d18a2,1,19,2,27,3,29,4,135,,60,5,96,6,115,15038,,,,,7,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 13:28:17.001823,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,63e51c2e943e72306dfa8cdc,,,1,-3,1,1,-3,-2,1,1,1,1,,,1,1,-2,1,18,9,5,29,40,52,27,,,217,3m:37s,AnonymousUser,63e51c2e943e72306dfa8cdc,64413b954466c8a7f2cb51d1,645b8db894aaa860d8665de5,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=63e51c2e943e72306dfa8cdc&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=645b8db894aaa860d8665de5,1,18,2,27,3,124,6,151,7,32,4,84,5,180,15039,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 13:32:17.700071,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,63ecfdf31c80611681211c81,,,1,1,-2,-3,1,1,-2,-2,-1,-2,,-3,-1,1,-3,-1,4,20,7,18,31,,39,47,,183,3m:3s,AnonymousUser,63ecfdf31c80611681211c81,64413a0d54e71805ea2a1795,645b8e88b09bb43a2db8af17,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=63ecfdf31c80611681211c81&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=645b8e88b09bb43a2db8af17,1,4,2,24,3,78,5,148,7,166,,117,6,31,15040,,,,,4,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 13:33:41.660029,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,5e9ffa9ee172201b04f1a4c6,,,-3,-1,1,1,1,-2,-2,1,-3,1,,,1,1,-2,-1,4,10,3,13,18,14,13,,,86,1m:26s,AnonymousUser,5e9ffa9ee172201b04f1a4c6,64413beb7a2d6b000b31e13a,645b8f0e8987810d6cba8d28,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=5e9ffa9ee172201b04f1a4c6&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=645b8f0e8987810d6cba8d28,1,4,2,14,3,18,4,63,7,49,6,31,5,76,15041,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 13:38:11.409981,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,63e68535d78fc9bb61c3c6b4,,,,1,-1,-1,-1,-2,,-1,-3,-2,,1,1,-3,1,-1,31,9,4,11,22,30,23,,,136,2m:16s,AnonymousUser,63e68535d78fc9bb61c3c6b4,64413a0d54e71805ea2a1795,645b900dd13e8be04eeac360,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=63e68535d78fc9bb61c3c6b4&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=645b900dd13e8be04eeac360,1,31,2,40,3,66,5,119,7,89,6,44,4,130,15042,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 13:39:10.495111,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,603562fdba8e8db8fa33b1f1,,,-3,1,-1,-3,1,-2,-2,-2,-1,1,,1,1,1,-2,1,9,13,3,23,,19,30,44,,159,2m:39s,AnonymousUser,603562fdba8e8db8fa33b1f1,64413b954466c8a7f2cb51d1,645b905a14d70f0678ef06cd,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=603562fdba8e8db8fa33b1f1&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=645b905a14d70f0678ef06cd,1,9,2,22,3,48,5,25,4,78,6,141,,97,15043,,,,,7,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 13:42:07.210853,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,62989bceb016ff21a7781346,,,1,1,1,1,1,-2,,1,1,1,,1,-2,1,1,-2,8,13,2,38,11,5,189,,,310,5m:10s,AnonymousUser,62989bceb016ff21a7781346,64413a0d54e71805ea2a1795,645b9110a919161cf6847c17,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=62989bceb016ff21a7781346&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=645b9110a919161cf6847c17,1,8,2,21,3,34,5,228,7,223,6,23,4,266,15044,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 13:42:42.514276,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,612f55154b035c5714f15f6a,,,1,-3,-2,-1,1,-2,1,1,-3,-3,,1,-1,-3,-2,1,10,14,5,16,25,52,,51,,193,3m:13s,AnonymousUser,612f55154b035c5714f15f6a,64413a0d54e71805ea2a1795,645b912a7c2ee7d06f68a8a2,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=612f55154b035c5714f15f6a&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=645b912a7c2ee7d06f68a8a2,1,10,2,24,3,175,,158,7,29,4,132,6,81,15045,,,,,5,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 13:42:58.561002,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,629e10bc2c72cfafd3b0aa30,,,,-3,1,-2,1,-2,1,-2,-1,-2,,1,-3,1,-2,1,5,6,6,,20,15,21,24,,114,1m:54s,AnonymousUser,629e10bc2c72cfafd3b0aa30,64413a0d54e71805ea2a1795,645b9144338ce40c0a540095,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=629e10bc2c72cfafd3b0aa30&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=645b9144338ce40c0a540095,1,5,2,11,3,56,6,97,,41,5,77,7,17,15046,,,,,4,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 13:43:50.845793,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,63d3fc9de67e1179cdf0d080,,,1,-3,-1,-1,1,-2,1,1,1,-3,,-2,-3,1,1,1,5,7,3,15,,15,14,92,,169,2m:49s,AnonymousUser,63d3fc9de67e1179cdf0d080,64413b954466c8a7f2cb51d1,645b917e4897da5a41621822,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=63d3fc9de67e1179cdf0d080&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=645b917e4897da5a41621822,1,5,2,12,3,124,6,138,7,15,4,153,,31,15047,,,,,5,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 13:45:10.966315,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,5f4412624052727181839e3a,,,1,1,-1,-2,1,-2,1,1,1,-2,,-3,-3,1,-2,1,8,10,6,,47,35,39,46,,225,3m:45s,AnonymousUser,5f4412624052727181839e3a,64413b954466c8a7f2cb51d1,645b91ca43f09f130d9d18d8,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=5f4412624052727181839e3a&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=645b91ca43f09f130d9d18d8,1,8,2,18,3,59,5,191,,24,4,98,6,145,15048,,,,,7,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 13:46:09.023742,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,5e7d3b58d638273c7f823c7b,,,1,-1,1,1,-1,-2,-1,1,1,1,,-3,1,-2,1,-1,5,9,3,22,16,,13,20,,104,1m:44s,AnonymousUser,5e7d3b58d638273c7f823c7b,64413a0d54e71805ea2a1795,645b92045aa9d62e5b192b07,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=5e7d3b58d638273c7f823c7b&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=645b92045aa9d62e5b192b07,1,5,2,14,3,56,6,18,4,89,,40,5,69,15049,,,,,7,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 13:47:00.786856,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,62fd1b26d532a8b51938e9fd,,,1,1,1,-3,1,-3,1,1,1,1,,1,1,-1,-3,1,28,14,6,43,,20,76,635,,855,14m:15s,AnonymousUser,62fd1b26d532a8b51938e9fd,64413b954466c8a7f2cb51d1,645b9222942bc7162b7780a5,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=62fd1b26d532a8b51938e9fd&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=645b9222942bc7162b7780a5,1,28,2,42,3,48,4,759,6,802,7,822,,124,15050,,,,,5,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 13:48:01.785022,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,63ed15bed4665c62d9e6dbb2,,,1,1,-1,-2,1,-3,1,1,-3,-2,,1,-3,-2,1,-1,4,7,3,21,30,27,278,,11,412,6m:52s,AnonymousUser,63ed15bed4665c62d9e6dbb2,64413b954466c8a7f2cb51d1,645b8a02fde1b0264faf3f36,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=63ed15bed4665c62d9e6dbb2&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=645b8a02fde1b0264faf3f36,1,4,2,13,3,94,7,16,4,67,6,37,5,372,15051,12,1,,,,1,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 13:50:07.102549,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,6409e1b96343c6a8bef4f31e,,,1,1,-1,-3,1,-1,-2,1,-1,-3,,-3,-2,1,-2,-3,9,10,5,27,27,,37,35,,178,2m:58s,AnonymousUser,6409e1b96343c6a8bef4f31e,64413a0d54e71805ea2a1795,645b92e5828935e4fc391c51,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=6409e1b96343c6a8bef4f31e&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=645b92e5828935e4fc391c51,1,9,2,19,3,24,4,123,7,150,,96,6,61,15052,,,,,5,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 14:00:39.190054,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,6362a31e279a0277702f9a45,,,1,1,1,-1,1,-2,1,1,1,-2,,-3,-2,-3,-2,-3,24,7,5,32,35,32,38,,,189,3m:9s,AnonymousUser,6362a31e279a0277702f9a45,64413a0d54e71805ea2a1795,645b955156f227402c8a8aa7,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=6362a31e279a0277702f9a45&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=645b955156f227402c8a8aa7,1,24,2,31,3,68,5,142,7,36,4,106,6,174,15053,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 14:01:39.234374,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,5bcfde8c8301810001a33bea,,,1,1,-1,1,-1,-2,1,1,1,-2,,1,-1,1,1,-2,10,8,4,,41,51,113,65,18,323,5m:23s,AnonymousUser,5bcfde8c8301810001a33bea,64413a0d54e71805ea2a1795,645b95a330bb95978e665dff,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=5bcfde8c8301810001a33bea&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=645b95a330bb95978e665dff,1,10,2,22,3,132,6,296,,245,7,91,5,26,15054,21,1,,,4,3,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 14:01:42.225166,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,60281332c5cb69104a427866,,,-3,1,-1,-3,1,-3,1,1,1,-2,,-3,-1,1,-2,-3,24,6,3,16,,18,23,25,,150,2m:30s,AnonymousUser,60281332c5cb69104a427866,64413a0d54e71805ea2a1795,645b951352514d83f36e9c12,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=60281332c5cb69104a427866&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=645b951352514d83f36e9c12,1,24,2,30,3,52,5,75,6,33,4,117,,92,15055,,,,,7,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 14:07:34.646578,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,60ab9e649e9587f020d43ede,,,1,1,-1,-1,1,-3,-2,-1,1,-2,,-3,1,1,-2,-1,9,7,7,18,,14,16,15,,105,1m:45s,AnonymousUser,60ab9e649e9587f020d43ede,64413b954466c8a7f2cb51d1,645b97053a05bad3fd05f44e,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=60ab9e649e9587f020d43ede&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=645b97053a05bad3fd05f44e,1,9,2,16,3,71,7,38,5,56,6,88,,23,15057,,,,,4,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 14:18:53.191433,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,60b7d053a787ce9076e74227,,,-2,1,1,-2,-1,-3,1,1,1,1,,-3,1,1,-3,-2,5,9,4,16,23,15,,17,,106,1m:46s,AnonymousUser,60b7d053a787ce9076e74227,64413a0d54e71805ea2a1795,645b99b2351a095caa3fe4d0,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=60b7d053a787ce9076e74227&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=645b99b2351a095caa3fe4d0,1,5,2,14,3,89,,18,4,74,7,34,5,57,15058,,,,,6,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 14:21:17.737796,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,60130d613d3ca613b04d39bb,,,1,1,1,-3,1,-2,-2,-1,-3,-2,,1,-3,-3,1,-1,12,10,4,40,32,33,,31,,195,3m:15s,AnonymousUser,60130d613d3ca613b04d39bb,64413b954466c8a7f2cb51d1,645b9a3c5cf65b4f4882d746,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=60130d613d3ca613b04d39bb&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=645b9a3c5cf65b4f4882d746,1,12,2,22,3,162,,26,4,129,7,97,6,66,15059,,,,,5,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 14:28:04.457643,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,5e5417efae58e4416f2440ec,,,1,1,-1,1,-3,-2,1,1,-1,1,,1,1,-1,1,-1,6,6,2,34,69,,30,28,12,221,3m:41s,AnonymousUser,5e5417efae58e4416f2440ec,64413b954466c8a7f2cb51d1,645b9bcecf3df02b4c4078e7,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=5e5417efae58e4416f2440ec&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=645b9bcecf3df02b4c4078e7,1,6,2,45,3,75,5,175,7,209,,106,6,47,15060,32,13,,,4,20,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 14:35:30.226717,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,5ed005980fdb830a7bfeaf4b,,,-3,-2,1,-2,1,1,-1,1,-2,-3,,-2,-3,-1,-2,-2,9,,2,16,17,19,,18,,92,1m:32s,AnonymousUser,5ed005980fdb830a7bfeaf4b,64413a0d54e71805ea2a1795,645b9d1e2bc8393b23020c12,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=5ed005980fdb830a7bfeaf4b&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=645b9d1e2bc8393b23020c12,1,9,3,2,2,74,,23,5,4,4,39,6,56,15061,2,,,1,7,,,,,,,,,,1,1,,,,
﻿,0,,,2023-05-10 14:36:20.877082,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,60ca4f2a47277c62b6603105,,,1,1,-1,-3,1,-2,1,1,1,-2,,-2,-3,1,-2,-1,8,5,2,30,21,,44,50,,194,3m:14s,AnonymousUser,60ca4f2a47277c62b6603105,64413b954466c8a7f2cb51d1,645b9db07c4191bb1c33e419,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=60ca4f2a47277c62b6603105&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=645b9db07c4191bb1c33e419,1,8,2,13,3,65,5,130,7,160,,109,6,15,15062,,,,,4,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 14:37:49.768089,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,6404d10d133d6b9adbd3eac4,,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,14,8,5,59,37,,54,75,,267,4m:27s,AnonymousUser,6404d10d133d6b9adbd3eac4,64413a0d54e71805ea2a1795,645b9e141b68340854862546,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=6404d10d133d6b9adbd3eac4&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=645b9e141b68340854862546,1,14,2,22,3,86,5,27,4,252,,215,7,140,15063,,,,,6,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 14:38:46.056067,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,63e51bdade16b861346088b4,,,1,1,1,-2,1,-2,-2,1,1,-2,,1,1,1,-2,-2,4,8,4,,18,28,31,35,,151,2m:31s,AnonymousUser,63e51bdade16b861346088b4,64413a0d54e71805ea2a1795,645b9e4fb82e8199f03ee8a9,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=63e51bdade16b861346088b4&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=645b9e4fb82e8199f03ee8a9,1,4,2,12,3,44,5,128,,16,4,110,7,75,15064,,,,,6,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 14:39:23.564553,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,64137087a26baa97a1348ce7,,,1,-3,-1,-1,1,-2,1,-1,-3,-2,,-3,-2,-3,-2,-1,19,13,13,35,39,36,,55,,243,4m:3s,AnonymousUser,64137087a26baa97a1348ce7,64413a0d54e71805ea2a1795,645b9e7036eec3dfaebe9976,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=64137087a26baa97a1348ce7&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=645b9e7036eec3dfaebe9976,1,19,2,32,3,210,,175,7,84,5,45,4,120,15065,,,,,6,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 14:39:46.683187,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,63d4257e42e86d346afe84d5,,,1,1,-1,-3,-3,-3,1,-1,1,-3,,-3,1,-2,-1,-1,12,13,4,28,5,9,,5,,83,1m:23s,AnonymousUser,63d4257e42e86d346afe84d5,64413a0d54e71805ea2a1795,645b9e796323419fa0db3c79,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=63d4257e42e86d346afe84d5&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=645b9e796323419fa0db3c79,1,12,2,25,3,77,,29,4,67,7,62,6,57,15066,,,,,5,,,,,,,,,,,,,,,
