username,rejected,email,nickname,created,study,study_name,question14_item1,prolific_id,prolific_reminder,question1,Q_res_1,Q_res_2,Q_res_3,Q_hum_1,Q_hum_2,Q_hum_3,Q_ani_1,Q_ani_2,Q_ani_3,Q_lif_1,Q_lif_2,Q_lif_3,Q_dee_1,Q_dee_2,Q_dee_3,rt_general info,rt_demographics,rt_intro_to_mem_qs,"rt_Restoring a Coral Reef, memory questions","rt_Hummingbird, memory questions","rt_Animal Encounter, memory questions","rt_Life of a Tree, memory questions","rt_Restoring a Coral Reef, memory questions",survey_page_changed_to_general info,duration_seconds,duration_readable,user_at_start,PROLIFIC_PID,STUDY_ID,SESSION_ID,study_url,textxr_participant_id,textxr_uuid,order_general info,survey_page_changed_to_demographics,order_demographics,survey_page_changed_to_intro_to_mem_qs,order_intro_to_mem_qs,survey_page_changed_to_demographics_1,rt_demographics_1,survey_page_changed_to_intro_to_mem_qs_1,rt_intro_to_mem_qs_1,"survey_page_changed_to_Restoring a Coral Reef, memory questions","order_Restoring a Coral Reef, memory questions","survey_page_changed_to_Hummingbird, memory questions","order_Hummingbird, memory questions","survey_page_changed_to_Animal Encounter, memory questions","order_Animal Encounter, memory questions","survey_page_changed_to_Life of a Tree, memory questions","order_Life of a Tree, memory questions","survey_page_changed_to_Restoring a Coral Reef, memory questions_1",internal_id,"rt_Restoring a Coral Reef, memory questions_1","survey_page_changed_to_Hummingbird, memory questions_1","rt_Hummingbird, memory questions_1","survey_page_changed_to_Restoring a Coral Reef, memory questions_1_2","rt_Restoring a Coral Reef, memory questions_1_2",rt_general info_1,pageNumber,order_general info_1,order_demographics_1,survey_page_changed_to_intro_to_mem_qs_1_2,rt_intro_to_mem_qs_1_2,"survey_page_changed_to_Restoring a Coral Reef, memory questions_1_2_3","rt_Restoring a Coral Reef, memory questions_1_2_3","survey_page_changed_to_Life of a Tree, memory questions_1","rt_Life of a Tree, memory questions_1","survey_page_changed_to_Animal Encounter, memory questions_1","rt_Animal Encounter, memory questions_1",survey_page_changed_to_demographics_1_2,rt_demographics_1_2,testxr_participant_id,testxr_uuid,survey_page_changed_to_general info_1,rt_general info_1_2,survey_page_changed_to_demographics_1_2_3,rt_demographics_1_2_3
﻿,0,,,2023-06-22 12:59:05.828235,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,64374928df1b0f8f55b3279c,,,-1,-2,-3,-2,1,-3,1,-3,-3,1,-1,1,-2,1,-1,10,9,8,25,34,20,25,25,,145,2m:25s,AnonymousUser,64374928df1b0f8f55b3279c,647e16b65f06df7a3ddcb304,64943776e8f77c459c70a89a,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=64374928df1b0f8f55b3279c&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=64943776e8f77c459c70a89a,None,71d3cf3c-45d9-40e4-9619-3ee7b7e39b99,1,10,2,19,3,,,,,52,5,77,6,111,7,27,4,131,18264,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 13:10:49.552258,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,603fc865348c010fc9b01cd7,,,1,-3,1,1,1,-2,-3,1,1,-1,1,-2,-2,1,-1,5,6,3,32,,31,14,32,,149,2m:29s,AnonymousUser,603fc865348c010fc9b01cd7,647e16b65f06df7a3ddcb304,64943a3fc421ed6b0172e78b,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=603fc865348c010fc9b01cd7&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=64943a3fc421ed6b0172e78b,None,9d924d09-6a61-48b7-aa2e-03a5f71b45d4,1,5,2,11,3,,,,,45,5,119,,14,4,105,6,78,18270,27,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 13:28:44.874572,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,5f765a3c8a6ec010370c9cc1,,,1,1,1,-1,1,1,1,1,1,1,-2,1,-2,-2,-2,12,8,3,23,21,27,12,23,,116,1m:56s,AnonymousUser,5f765a3c8a6ec010370c9cc1,647e16b65f06df7a3ddcb304,64943e66317d0a7637feac32,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=5f765a3c8a6ec010370c9cc1&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=64943e66317d0a7637feac32,None,8ceefce9-ae56-4456-9629-de1e1427fd69,1,12,2,20,3,,,,,50,5,73,6,23,4,94,7,106,18275,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 13:31:24.998398,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,5d16d17119d2ed0015e21360,,,-2,1,1,-2,-1,1,,1,1,1,1,-1,-2,-2,1,37,15,5,28,31,66,38,28,1,314,5m:14s,AnonymousUser,5d16d17119d2ed0015e21360,647e16b65f06df7a3ddcb304,64943e9991c8c8a3d0834bd6,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=5d16d17119d2ed0015e21360&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=64943e9991c8c8a3d0834bd6,None,402ac88d-4c79-4cf2-acf8-e482a81a966c,1,38,2,53,3,,,,,193,7,58,4,89,5,155,6,221,18276,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 13:35:56.408142,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,63d19839498b3afe724b69d6,,,1,-3,-2,1,1,-2,1,1,1,1,1,1,1,-3,-2,195,27,8,57,42,55,32,57,,478,7m:58s,AnonymousUser,63d19839498b3afe724b69d6,647e1923e8479d52e088a84c,64943f4370fc845419d91b33,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=63d19839498b3afe724b69d6&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=64943f4370fc845419d91b33,None,03c7a74f-b04f-4489-927e-dd5137c4a437,1,195,2,222,3,,,,,286,5,376,7,231,4,344,6,418,18279,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 13:43:13.553469,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,614964ed4d5b9991b0fd700d,,,-3,1,1,1,-2,1,1,1,-3,-2,1,1,-2,-2,1,64,9,6,39,18,,31,39,,232,3m:52s,AnonymousUser,614964ed4d5b9991b0fd700d,647e16b65f06df7a3ddcb304,64944033a618c51392a52b46,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=614964ed4d5b9991b0fd700d&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=64944033a618c51392a52b46,None,b831c6cf-2e0b-4dc0-a2cd-52c12649b7f7,1,64,2,73,3,,,,,110,5,184,6,202,,79,4,149,18282,35,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 14:17:34.215541,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,5fe0d0422738afa2d7bdc1ae,,,-3,-3,-1,1,-3,1,1,-3,1,-1,-1,-1,-2,-3,-3,22,5,4,8,13,16,21,8,,99,1m:39s,AnonymousUser,5fe0d0422738afa2d7bdc1ae,647e16b65f06df7a3ddcb304,649449c8eb8af016732f58a1,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=5fe0d0422738afa2d7bdc1ae&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=649449c8eb8af016732f58a1,None,c295a87c-a050-4ac9-b2d7-5b9e24ef607f,1,22,2,27,3,,,,,68,6,76,7,31,4,47,5,89,18291,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 14:21:34.967921,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,63f39a1df25de13147b90d08,,,-3,1,-1,1,1,1,1,-3,1,-2,1,-1,1,-1,-2,9,6,1,25,11,16,19,25,,107,1m:47s,AnonymousUser,63f39a1df25de13147b90d08,647e16b65f06df7a3ddcb304,64944ac88441efdba4cfea24,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=63f39a1df25de13147b90d08&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=64944ac88441efdba4cfea24,None,558a856f-e177-4798-9432-f45c24af3280,1,9,2,15,3,,,,,46,6,35,5,71,7,16,4,87,18292,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 14:53:31.926104,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,613b9a3ff0c8f9557a11b295,,,-1,1,1,-3,1,1,1,1,1,-2,-2,1,-2,-3,1,11,7,4,25,35,48,36,25,,210,3m:30s,AnonymousUser,613b9a3ff0c8f9557a11b295,647e16b65f06df7a3ddcb304,649452483f2284a76ec627da,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=613b9a3ff0c8f9557a11b295&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=649452483f2284a76ec627da,None,1ca9b5ff-463d-40da-a2fd-bc29ad1047ae,1,11,2,18,3,,,,,23,4,84,6,119,7,48,5,167,18299,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 15:07:34.587860,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,636148deb71d7af6d219fd46,,,-1,1,-1,1,1,1,-2,1,-1,1,-1,1,1,1,,4,6,1,74,,26,11,74,,208,3m:28s,AnonymousUser,636148deb71d7af6d219fd46,647e16b65f06df7a3ddcb304,649455804a51406016e5b548,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=636148deb71d7af6d219fd46&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=649455804a51406016e5b548,None,0b5b79cb-cca9-404d-99cf-2eb349c5d398,1,4,2,10,3,,,,,11,4,164,,138,6,127,5,85,18301,42,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 15:08:00.386491,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,5f4bc0f37c7b4479078f5ba9,,,-3,-1,1,-2,-2,-1,1,1,1,-2,-1,1,-3,-3,-2,10,6,8,27,16,19,15,27,,122,2m:2s,AnonymousUser,5f4bc0f37c7b4479078f5ba9,647e16b65f06df7a3ddcb304,649455afa5d8ec587062eb6e,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=5f4bc0f37c7b4479078f5ba9&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=649455afa5d8ec587062eb6e,None,241718d0-6048-4935-8ab7-4818a0459f67,1,10,2,16,3,,,,,75,7,24,4,56,6,41,5,103,18302,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 16:22:46.307457,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,60fee6ac4251e521b4546f1d,,,-2,-2,1,1,1,-3,-3,-3,-1,1,-1,1,-2,-2,-2,16,9,11,28,41,,15,28,,177,2m:57s,AnonymousUser,60fee6ac4251e521b4546f1d,647e16b65f06df7a3ddcb304,6494672bc355b97cce31b064,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=60fee6ac4251e521b4546f1d&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=6494672bc355b97cce31b064,None,01f9b786-7355-49e7-9cec-c725c5e459d4,1,16,2,25,3,,,,,92,6,51,5,152,,36,4,120,18316,32,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 16:35:31.783368,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,6236844dad7b8f69aad35b69,,,-3,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,2,7,1,10,24,,17,10,10,104,1m:44s,AnonymousUser,6236844dad7b8f69aad35b69,647e16b65f06df7a3ddcb304,64946a3abb09c72ccfb64b9d,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=6236844dad7b8f69aad35b69&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=64946a3abb09c72ccfb64b9d,None,c7db1df5-4299-48c0-b24c-81ba68c548bd,1,2,2,9,3,10,1,13,4,58,6,34,5,87,,17,4,68,18319,19,,,,,2,,,,,,,,,,,,12,,,,,,,
﻿,0,,,2023-06-22 16:46:41.876983,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,6406f1ede4fc99ed3f2ce498,,,1,-1,-3,-3,1,-2,1,1,1,-2,-3,1,1,-3,-2,5,5,2,16,25,22,23,16,,127,2m:7s,AnonymousUser,6406f1ede4fc99ed3f2ce498,647e16b65f06df7a3ddcb304,64946cd1959e01de6434239f,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=6406f1ede4fc99ed3f2ce498&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=64946cd1959e01de6434239f,None,16364b40-1a86-4f14-a441-13bb5058b751,1,5,2,10,3,,,,,37,5,12,4,77,7,54,6,99,18321,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 17:04:34.640687,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,60b0fca5730e04dcd7cd0b2d,,,-2,-3,-3,-2,-2,1,-2,1,-1,-2,-2,-3,-2,-1,-2,7,4,1,9,5,,7,9,,46,0m:46s,AnonymousUser,60b0fca5730e04dcd7cd0b2d,647e16b65f06df7a3ddcb304,64947101bf1c679844430327,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=60b0fca5730e04dcd7cd0b2d&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=64947101bf1c679844430327,None,ee4b57f5-8bd7-4c2f-aea2-bba4e8dff17a,1,7,2,11,3,,,,,13,4,34,6,39,,22,5,29,18324,5,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 17:17:50.935762,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,6382fb718ed7d5c007f7e0a8,,,1,1,-3,-1,1,-1,-2,-1,1,-2,-1,-1,-2,-2,-3,12,5,3,15,12,16,,15,17,101,1m:41s,AnonymousUser,6382fb718ed7d5c007f7e0a8,647e16b65f06df7a3ddcb304,64947417a51a5f0a408521b0,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=6382fb718ed7d5c007f7e0a8&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=64947417a51a5f0a408521b0,None,61a42047-ecf9-4910-b511-a6bed9594c8a,1,12,2,28,3,23,5,,,47,5,62,6,31,4,89,,74,18328,15,,,,,6,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 17:23:28.206942,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,5db741cc04b632000a9a9800,,,-3,1,-1,-1,1,1,1,1,1,-2,1,1,-2,1,-2,8,8,5,31,20,21,25,31,,145,2m:25s,AnonymousUser,5db741cc04b632000a9a9800,647e16b65f06df7a3ddcb304,649475527a3f92ea18c627a6,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=5db741cc04b632000a9a9800&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=649475527a3f92ea18c627a6,None,c1a396f7-722d-419f-8e7d-67110e611a5b,1,8,2,16,3,,,,,42,5,73,6,21,4,93,7,118,18329,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 17:24:44.440425,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,5fd26b8cf8a1750175dc43ce,,,1,-3,1,-3,-2,1,1,1,1,-2,1,-1,1,1,-3,11,12,7,67,26,,34,67,,212,3m:32s,AnonymousUser,5fd26b8cf8a1750175dc43ce,647e16b65f06df7a3ddcb304,649475ba4cc7657ba01a3104,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=5fd26b8cf8a1750175dc43ce&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=649475ba4cc7657ba01a3104,None,d29b2305-6229-4eb7-8b70-43863ad99dbe,1,11,2,23,3,,,,,64,5,131,6,187,,30,4,157,18330,30,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 18:21:39.634867,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,,,,-2,-3,1,-2,-2,-3,-1,1,1,-2,-1,-1,-2,-1,-3,26,8,7,30,26,26,41,30,34,215,3m:35s,AnonymousUser,62a0d9c452e0e1e42e849095,647e16b65f06df7a3ddcb304,6494830395885e66dd091583,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=62a0d9c452e0e1e42e849095&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=6494830395885e66dd091583,None,d2807680-02c2-489f-9c23-adb4b6696ebd,1,26,2,42,3,41,1,,,49,4,120,6,146,7,79,5,172,18339,,,,,,7,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 18:22:10.912717,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,6344febaa4f84c624010aa31,,,-1,-2,1,-3,-1,-1,1,,-3,1,-1,-1,-3,-2,-1,28,14,3,9,147,7,,9,,288,4m:48s,AnonymousUser,6344febaa4f84c624010aa31,647e16b65f06df7a3ddcb304,6494820985c5b0f20c0f148f,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=6344febaa4f84c624010aa31&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=6494820985c5b0f20c0f148f,None,a9bd8083-b7de-4a12-812b-59dfca6693e7,1,28,2,42,3,,,,,200,6,45,4,193,5,244,,209,18340,35,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 19:00:19.313214,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,610acf76d33d448b391eb588,,,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,1,11,6,4,17,27,,14,17,,119,1m:59s,AnonymousUser,610acf76d33d448b391eb588,647e16b65f06df7a3ddcb304,64948c1b415d224fb9a7435c,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=610acf76d33d448b391eb588&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=64948c1b415d224fb9a7435c,None,365e716e-3d02-4454-9591-998104d835df,1,11,2,17,3,,,,,21,4,75,6,103,,38,5,52,18351,23,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 19:52:26.165623,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,5b643b5f85504400018abbaf,,,-2,-1,1,1,-3,1,-3,1,-1,1,1,1,1,-1,1,4,13,8,7,7,10,,7,,75,1m:15s,AnonymousUser,5b643b5f85504400018abbaf,647e16b65f06df7a3ddcb304,6494985e5d7caf5d018a1885,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=5b643b5f85504400018abbaf&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=6494985e5d7caf5d018a1885,None,4821548c-2e92-4301-9a11-c19c46573709,1,4,2,17,3,,,,,35,5,55,6,25,4,63,,42,18356,13,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 20:01:18.455232,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,6098164e4c37ed73ca9c74f5,,,-1,-1,1,1,1,1,1,1,-1,1,1,1,-2,-2,-1,7,10,4,27,17,29,14,27,,130,2m:10s,AnonymousUser,6098164e4c37ed73ca9c74f5,647e16b65f06df7a3ddcb304,64949a6ab5268771a5751a34,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=6098164e4c37ed73ca9c74f5&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=64949a6ab5268771a5751a34,None,fe1f6392-001c-4fa3-bf61-2f1a871a78f6,1,7,2,17,3,,,,,21,4,48,5,79,7,65,6,108,18358,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 20:12:48.252861,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,63eeaf9f8433c653dedbd574,,,-3,1,-1,1,1,1,1,1,1,1,-1,1,-2,1,-3,3,15,4,54,55,,39,54,,280,4m:40s,AnonymousUser,63eeaf9f8433c653dedbd574,647e16b65f06df7a3ddcb304,64949d22049fd53a62f681a4,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=63eeaf9f8433c653dedbd574&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=64949d22049fd53a62f681a4,None,1dcea483-d25f-49a9-850c-ecc4f4949a6e,1,3,2,18,3,,,,,61,5,115,6,214,,22,4,170,18359,44,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 20:22:08.844113,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,603a5e0774df2e5aa95b08a6,,,-3,-2,1,-1,-2,1,1,1,1,1,1,1,-2,-3,-1,6,13,4,21,25,27,28,21,,151,2m:31s,AnonymousUser,603a5e0774df2e5aa95b08a6,647e16b65f06df7a3ddcb304,64949f4d46c5a89d7b72e772,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=603a5e0774df2e5aa95b08a6&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=64949f4d46c5a89d7b72e772,None,25059d79-5708-4555-b930-0ed8e4e8e12b,1,6,2,19,3,,,,,103,7,51,5,76,6,23,4,125,18360,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-23 10:31:46.653299,0b11ede2-83ef-4c8a-aff9-eaba8fecf84d,instagram_1month_BBC__underserved_flat,1,60de4cc94dfda4d9e1948e6d,,,1,1,1,-1,-2,1,1,1,1,-2,1,1,-3,1,-2,10,10,2,31,27,24,32,31,,164,2m:44s,AnonymousUser,60de4cc94dfda4d9e1948e6d,647e18032426740806fd3334,64956671a2a42f6afedae7b3,https://testxr.org/projects/survey/prolific/0b11ede2-83ef-4c8a-aff9-eaba8fecf84d/?PROLIFIC_PID=60de4cc94dfda4d9e1948e6d&STUDY_ID=647e18032426740806fd3334&SESSION_ID=64956671a2a42f6afedae7b3,None,8096f024-acab-4423-b304-aa6f1109a1f6,1,10,2,20,3,,,,,22,4,85,6,112,7,53,5,136,18379,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-23 10:35:34.612855,0b11ede2-83ef-4c8a-aff9-eaba8fecf84d,instagram_1month_BBC__underserved_flat,1,60cfd3a8a20665a4eeca0015,,,-1,-3,1,-3,-3,-2,-3,1,1,-2,1,-2,1,-3,1,28,23,4,23,46,43,78,23,,314,5m:14s,AnonymousUser,60cfd3a8a20665a4eeca0015,647e18032426740806fd3334,6495673f831e7156e10cb44d,https://testxr.org/projects/survey/prolific/0b11ede2-83ef-4c8a-aff9-eaba8fecf84d/?PROLIFIC_PID=60cfd3a8a20665a4eeca0015&STUDY_ID=647e18032426740806fd3334&SESSION_ID=6495673f831e7156e10cb44d,None,6c8fc8aa-b85c-4e32-ba73-b3a76386b4cc,1,28,2,51,3,,,,,101,5,55,4,124,6,167,7,245,18380,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-23 11:02:48.392030,0b11ede2-83ef-4c8a-aff9-eaba8fecf84d,instagram_1month_BBC__underserved_flat,1,63ea4924c291a7aaf2a382e8,,,1,1,1,1,1,1,-3,1,1,-2,1,-1,1,-1,-2,4,7,3,22,14,22,18,22,,119,1m:59s,AnonymousUser,63ea4924c291a7aaf2a382e8,647e18032426740806fd3334,64956dbbc0eb96a9dbf63797,https://testxr.org/projects/survey/prolific/0b11ede2-83ef-4c8a-aff9-eaba8fecf84d/?PROLIFIC_PID=63ea4924c291a7aaf2a382e8&STUDY_ID=647e18032426740806fd3334&SESSION_ID=64956dbbc0eb96a9dbf63797,None,a448f293-5e5c-41f7-889a-b6dfa7134715,1,4,2,11,3,,,,,36,5,76,7,14,4,58,6,90,18383,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-23 11:21:18.221573,0b11ede2-83ef-4c8a-aff9-eaba8fecf84d,instagram_1month_BBC__underserved_flat,1,5ec6ea7f483e5c12fb265a28,,,-3,-1,-1,1,1,1,1,1,-2,1,-1,1,-2,-1,-1,11,5,2,30,21,,23,30,,163,2m:43s,AnonymousUser,5ec6ea7f483e5c12fb265a28,647e18032426740806fd3334,64957203c4e7d370f3c20d9d,https://testxr.org/projects/survey/prolific/0b11ede2-83ef-4c8a-aff9-eaba8fecf84d/?PROLIFIC_PID=5ec6ea7f483e5c12fb265a28&STUDY_ID=647e18032426740806fd3334&SESSION_ID=64957203c4e7d370f3c20d9d,None,0ad0c37c-ed88-4258-8fe4-7c532be28584,1,11,2,16,3,,,,,18,4,109,6,130,,48,5,71,18385,38,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-23 12:07:10.527850,0b11ede2-83ef-4c8a-aff9-eaba8fecf84d,instagram_1month_BBC__underserved_flat,1,5fcab131ab5c0e02c459a334,,,1,-1,1,-1,-2,1,1,1,-2,1,1,1,1,-1,,10,10,3,22,16,21,15,22,,127,2m:7s,AnonymousUser,5fcab131ab5c0e02c459a334,647e18032426740806fd3334,64957cc95bd85e3d762f3b8d,https://testxr.org/projects/survey/prolific/0b11ede2-83ef-4c8a-aff9-eaba8fecf84d/?PROLIFIC_PID=5fcab131ab5c0e02c459a334&STUDY_ID=647e18032426740806fd3334&SESSION_ID=64957cc95bd85e3d762f3b8d,None,ddb2a01d-8c17-44fd-b038-387bb44e9b7a,1,10,2,20,3,,,,,23,4,45,5,61,6,82,7,97,18392,,,,,,,,,,,,,,,,,,,,,,,,,
