username,rejected,email,nickname,created,study,study_name,question14_item1,prolific_id,prolific_reminder,question1,Q_el_1,Q_el_2,Q_el_3,Q_ay_1,Q_ay_2,Q_ay_3,Q_sp_1,Q_sp_2,Q_sp_3,Q_dd_1,Q_dd_2,Q_dd_3,Q_ss_1,Q_ss_2,Q_ss_3,rt_general info,rt_demographics,rt_intro_to_mem_qs,"rt_Filter my world, memory questions","rt_Filter about Artify Yourself, memory questions","rt_Filter about a Shadow Puppet Show, memory questions","rt_Filter about a Dance with Durga, memory questions",rt_Filter about Stories for Stitches,survey_page_changed_to_general info,duration_seconds,duration_readable,user_at_start,PROLIFIC_PID,STUDY_ID,SESSION_ID,study_url,textxr_participant_id,textxr_uuid,order_general info,survey_page_changed_to_demographics,order_demographics,survey_page_changed_to_intro_to_mem_qs,order_intro_to_mem_qs,survey_page_changed_to_Filter about Stories for Stitches,order_Filter about Stories for Stitches,"survey_page_changed_to_Filter my world, memory questions","order_Filter my world, memory questions","survey_page_changed_to_Filter about a Dance with Durga, memory questions","order_Filter about a Dance with Durga, memory questions","survey_page_changed_to_Filter about Artify Yourself, memory questions","order_Filter about Artify Yourself, memory questions","survey_page_changed_to_Filter about a Shadow Puppet Show, memory questions",internal_id,"order_Filter about a Shadow Puppet Show, memory questions",survey_page_changed_to_intro_to_mem_qs_1,rt_intro_to_mem_qs_1,survey_page_changed_to_Filter about Stories for Stitches_1,rt_Filter about Stories for Stitches_1,survey_page_changed_to_demographics_1,rt_demographics_1,survey_page_changed_to_intro_to_mem_qs_1_2,rt_intro_to_mem_qs_1_2,pageNumber,rt_general info_1,order_general info_1,"survey_page_changed_to_Filter my world, memory questions_1","rt_Filter my world, memory questions_1","survey_page_changed_to_Filter about a Dance with Durga, memory questions_1",Q_dd_1-Comment,survey_page_changed_to_demographics_1_2,rt_demographics_1_2,order_demographics_1,order_intro_to_mem_qs_1,survey_page_changed_to_intro_to_mem_qs_1_2_3,survey_page_changed_to_demographics_1_2_3,survey_page_changed_to_demographics_1_2_3_4,rt_demographics_1_2_3,survey_page_changed_to_intro_to_mem_qs_1_2_3_4,rt_intro_to_mem_qs_1_2_3,survey_page_changed_to_Filter about Stories for Stitches_1_2,rt_Filter about Stories for Stitches_1_2,"survey_page_changed_to_Filter about Artify Yourself, memory questions_1","rt_Filter about Artify Yourself, memory questions_1","rt_Filter about a Dance with Durga, memory questions_1","survey_page_changed_to_Filter about a Shadow Puppet Show, memory questions_1","rt_Filter about a Shadow Puppet Show, memory questions_1","survey_page_changed_to_Filter about a Dance with Durga, memory questions_1_2","rt_Filter about a Dance with Durga, memory questions_1_2",testxr_participant_id,testxr_uuid
﻿,0,,,2023-06-14 16:42:35.745727,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,610790bb0f96c61df8fd6319,,,1,1,-3,-3,1,-3,1,1,-2,1,1,1,1,-2,-1,16,8,5,13,30,,33,56,,205,3m:25s,AnonymousUser,610790bb0f96c61df8fd6319,647e1333ecfafc675f9b0499,6489dfce989e9a575c9d5c6f,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=610790bb0f96c61df8fd6319&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6489dfce989e9a575c9d5c6f,None,88b01896-fc26-4fcc-b7ab-54dabd2fc4f2,1,16,2,24,3,29,4,85,5,98,6,131,7,161,17419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 16:42:42.934607,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,5f0c7b58dece060b977fbcaf,,,1,-1,-2,1,-3,-1,1,-3,1,-1,-2,1,1,-2,-1,5,6,3,6,,20,18,13,,108,1m:48s,AnonymousUser,5f0c7b58dece060b977fbcaf,647e1520657b3e741e290106,6489dfe5aace2238959a691d,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=5f0c7b58dece060b977fbcaf&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=6489dfe5aace2238959a691d,None,5ddc1587-ff2c-4f78-800f-38597c3e1483,1,5,2,11,3,14,4,65,7,47,6,71,,27,17420,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 16:46:22.252545,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,5f1afac4a6090e27181f302d,,,1,1,-1,1,-3,-2,-1,1,-2,1,1,1,1,-2,-1,17,10,7,14,17,18,,17,,130,2m:10s,AnonymousUser,5f1afac4a6090e27181f302d,647e1520657b3e741e290106,6489e0b7abc5e1c83981be1b,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=5f1afac4a6090e27181f302d&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=6489e0b7abc5e1c83981be1b,None,83e205f7-a052-40f1-82d9-6daddb580c2d,1,17,2,27,3,34,4,86,7,100,,51,5,68,17421,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 16:47:57.653671,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,63d4393f67ae4bf53fce7c48,,,1,-3,-2,1,-3,1,-3,1,-2,1,-1,-2,-1,-2,-1,7,9,4,9,19,12,,21,16,103,1m:43s,AnonymousUser,63d4393f67ae4bf53fce7c48,647e1333ecfafc675f9b0499,6489e11f6190eab803311ef3,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=63d4393f67ae4bf53fce7c48&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6489e11f6190eab803311ef3,None,87bc9cea-de38-4b14-9b67-c7ee97f41363,1,7,2,20,3,24,4,45,5,85,,66,7,54,17422,6,,,,,19,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 16:48:19.645383,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,5f23dd005a990d1d4fcfee68,,,-2,-1,-3,-2,1,-1,-1,-1,-2,-2,-1,-2,-2,-2,-3,12,8,5,16,21,18,,24,,123,2m:3s,AnonymousUser,5f23dd005a990d1d4fcfee68,647e1333ecfafc675f9b0499,6489e12c69daeaac06958c29,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=5f23dd005a990d1d4fcfee68&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6489e12c69daeaac06958c29,None,f9ccd5fa-cfdd-42ee-b2bb-fcdfa3da175b,1,12,2,20,3,25,4,49,5,104,,83,7,65,17423,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 16:48:24.620975,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,596bcd9393b82d000124b36b,,,1,1,-2,-2,1,-1,1,1,1,1,-3,-2,1,-1,-3,26,5,7,16,30,,94,19,,499,8m:19s,AnonymousUser,596bcd9393b82d000124b36b,647e1333ecfafc675f9b0499,6489e12832b790bb1852bd1b,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=596bcd9393b82d000124b36b&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6489e12832b790bb1852bd1b,None,1e88078b-0bd1-4a3d-a042-c6acbe008b75,1,26,2,31,3,38,4,87,6,103,7,57,5,197,17424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 16:48:59.893500,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,60868644bc3f19d6d4f9a413,,,1,-3,1,-3,1,-2,,1,-3,1,-2,-1,1,-2,-2,19,15,4,,39,20,19,23,,151,2m:31s,AnonymousUser,60868644bc3f19d6d4f9a413,647e1333ecfafc675f9b0499,6489e153fc2d585bf9d195c5,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=60868644bc3f19d6d4f9a413&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6489e153fc2d585bf9d195c5,None,bd19a336-d7c1-4cf0-9c93-24c7511d1769,1,19,2,35,3,39,4,140,,121,7,82,6,62,17425,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 16:49:12.808949,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,60b9051c231093597299280d,,,-3,-1,-2,1,1,-1,1,1,-2,-3,-3,-1,1,-2,-3,1,315,3,29,42,,25,20,,446,7m:26s,AnonymousUser,60b9051c231093597299280d,647e1520657b3e741e290106,6489e0272385fe7dc57e1569,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=60b9051c231093597299280d&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=6489e0272385fe7dc57e1569,None,232a0820-49b2-4205-ab43-17528b77cd4f,1,1,2,316,3,319,4,407,7,382,6,340,5,436,17426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 16:49:36.626790,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,5f2ad2c2d9d4cf3c64c582f9,,,1,1,-3,1,1,-1,-1,-2,-2,-2,-2,-1,-1,-2,-3,20,7,3,,27,55,15,18,,158,2m:38s,AnonymousUser,5f2ad2c2d9d4cf3c64c582f9,647e1520657b3e741e290106,6489e178d1c407bf829d5c5f,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=5f2ad2c2d9d4cf3c64c582f9&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=6489e178d1c407bf829d5c5f,None,62586713-f464-447b-b574-28a06c4b8628,1,20,2,27,3,30,4,145,,48,5,63,6,90,17427,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 16:50:13.770632,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,62f975cbc3507ecf77180d00,,,-3,-3,-3,1,1,-2,-1,-1,-3,-2,-2,-1,-3,-1,-1,11,8,4,15,19,,28,23,,124,2m:4s,AnonymousUser,62f975cbc3507ecf77180d00,647e1520657b3e741e290106,6489e19d3ad3adb6ede01a46,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=62f975cbc3507ecf77180d00&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=6489e19d3ad3adb6ede01a46,None,ec5de581-bd73-416e-9b4d-0c546420c6d5,1,11,2,19,3,23,4,65,6,80,7,46,5,108,17428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 16:54:48.991852,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,5d520a2a08c3b00019384072,,,1,-2,-3,1,-3,1,1,1,-1,1,1,1,1,-2,1,7,19,39,,22,29,109,29,,269,4m:29s,AnonymousUser,5d520a2a08c3b00019384072,647e1520657b3e741e290106,6489e2b7c77f41e3861555f0,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=5d520a2a08c3b00019384072&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=6489e2b7c77f41e3861555f0,None,d0064fa1-b0c8-4557-b155-a4a8ed350826,1,7,2,26,3,65,4,255,,116,6,94,5,226,17429,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 17:01:51.956429,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,6310b35d758f80e9cf3f4e41,,,-2,-2,-1,1,-3,-3,1,1,1,-1,-2,-2,1,-2,-3,23,9,13,16,,24,39,38,,190,3m:10s,AnonymousUser,6310b35d758f80e9cf3f4e41,647e1333ecfafc675f9b0499,6489e44a50e8555c50cd5ae8,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=6310b35d758f80e9cf3f4e41&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6489e44a50e8555c50cd5ae8,None,65c95ead-ff5d-4ce2-a416-2c86c1572af7,1,23,2,32,3,45,4,146,7,107,6,162,,83,17430,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 17:15:48.512207,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,61432781817c1541f59bbf33,,,1,-1,-1,-3,-1,1,1,1,-2,1,-3,-1,1,-3,-3,6,9,2,9,9,13,,12,15,90,1m:30s,AnonymousUser,61432781817c1541f59bbf33,647e1520657b3e741e290106,6489e7972d2c22925a271c24,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=61432781817c1541f59bbf33&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=6489e7972d2c22925a271c24,None,6b7e11d5-6e42-4ae5-8cf3-a416d05d263b,1,6,2,30,3,32,4,44,5,75,,66,7,53,17431,6,,,,,23,7,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 17:16:04.918948,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,6141f7605cb3feed72dad9aa,,,-2,-2,,-1,-3,-3,-2,1,-1,1,-1,-2,-2,-1,-1,5,5,6,,15,12,16,10,,79,1m:19s,AnonymousUser,6141f7605cb3feed72dad9aa,647e1333ecfafc675f9b0499,6489e7b3adf704fd3646ef58,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=6141f7605cb3feed72dad9aa&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6489e7b3adf704fd3646ef58,None,6644f702-c14d-43db-bc9c-29a70bfa1da1,1,5,2,10,3,16,4,69,,38,6,54,7,26,17432,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 17:17:06.754415,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,5bab7ddf4bd2280001bf21c9,,,1,-2,-1,1,-2,-2,-3,1,-1,1,-2,1,1,-1,-2,12,5,5,18,16,,16,17,,109,1m:49s,AnonymousUser,5bab7ddf4bd2280001bf21c9,647e1333ecfafc675f9b0499,6489e7e022bbba369f009086,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=5bab7ddf4bd2280001bf21c9&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6489e7e022bbba369f009086,None,ea122559-5255-462c-95bf-adf15f7f0d4b,1,12,2,17,3,22,4,55,6,39,5,73,7,89,17433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 17:31:19.563608,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,5ca4d7e75d545300110b7545,,,1,-3,-3,1,-3,1,1,1,1,1,-2,1,-1,-2,1,6,10,6,,23,19,55,26,,162,2m:42s,AnonymousUser,5ca4d7e75d545300110b7545,647e1333ecfafc675f9b0499,6489eb4bcd983cbc7627152d,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=5ca4d7e75d545300110b7545&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6489eb4bcd983cbc7627152d,None,e6ef1b1e-c769-4046-b621-fa56fdb82bb6,1,6,2,16,3,22,4,145,,90,7,48,5,71,17434,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 17:32:08.022843,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,5b393581c49ecb00010a6693,,,-2,1,-2,-3,-3,-3,-3,1,-2,1,1,1,-3,1,-1,14,14,4,16,10,29,,21,,125,2m:5s,AnonymousUser,5b393581c49ecb00010a6693,647e1333ecfafc675f9b0499,6489ea622573416c781f31ba,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=5b393581c49ecb00010a6693&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6489ea622573416c781f31ba,None,05414dd8-909c-4d2e-b2ce-63d8fb2ae3e2,1,14,2,28,3,32,4,63,6,108,,53,5,79,17435,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 17:35:50.655379,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,61008f090e777a2b47f1ad76,,,1,1,1,1,1,-2,-1,-2,-3,1,-3,1,-3,1,-3,4,7,2,11,15,,15,23,,80,1m:20s,AnonymousUser,61008f090e777a2b47f1ad76,647e1520657b3e741e290106,6489ec29bdf350f40a2714ea,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=61008f090e777a2b47f1ad76&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=6489ec29bdf350f40a2714ea,None,96b7a26c-8212-4f8d-9d0a-62adac959dc4,1,4,2,11,3,13,4,51,6,36,5,62,7,77,17436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 17:37:08.235707,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,5e1e1fe3c3409905e7565c83,,,1,-2,-3,-2,-1,-2,,1,1,1,1,-2,-1,-3,-2,10,15,6,9,13,66,,13,,157,2m:37s,AnonymousUser,5e1e1fe3c3409905e7565c83,647e1333ecfafc675f9b0499,6489eca0826f3054455073d5,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=5e1e1fe3c3409905e7565c83&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6489eca0826f3054455073d5,None,53568afc-5ec9-4207-9979-8398aa1bb238,1,10,2,25,3,31,4,123,7,132,,110,6,44,17437,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 17:42:55.372241,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,63ea577159ecae0a8fced3b4,,,1,-2,-3,-3,-3,1,1,1,-1,-3,1,-2,-1,-2,-1,11,7,4,11,16,,14,24,,97,1m:37s,AnonymousUser,63ea577159ecae0a8fced3b4,647e1333ecfafc675f9b0499,6489edf175d5cd2713180d93,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=63ea577159ecae0a8fced3b4&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6489edf175d5cd2713180d93,None,4506427b-b164-43ef-92fa-f234c477e8e1,1,11,2,18,3,22,4,77,7,47,5,61,6,88,17438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 17:55:17.693578,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,6110b5d2ae8d090823e2e24e,,,-2,1,-3,1,-3,-1,1,1,1,1,1,-1,-1,-3,-1,5,12,7,17,23,,22,16,,128,2m:8s,AnonymousUser,6110b5d2ae8d090823e2e24e,647e1520657b3e741e290106,6489f0e2f1c52bab01f1268e,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=6110b5d2ae8d090823e2e24e&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=6489f0e2f1c52bab01f1268e,None,77ac2869-54df-40a4-bc79-44b278b86b51,1,5,2,17,3,24,4,40,5,80,7,57,6,102,17439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 17:55:42.889345,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,5ed07b035d44fa1539f0c3e4,,,1,1,-3,1,-3,-3,1,-1,1,1,1,1,-2,1,1,21,13,6,,20,20,18,15,,123,2m:3s,AnonymousUser,5ed07b035d44fa1539f0c3e4,647e1520657b3e741e290106,6489f0e34024d7377e9ef441,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=5ed07b035d44fa1539f0c3e4&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=6489f0e34024d7377e9ef441,None,635951d5-6bf7-4611-8112-3c4ccb895ca8,1,21,2,34,3,41,4,114,,56,5,94,7,74,17440,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 17:58:33.243208,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,615098b66a8e2beeae97f6a9,,,1,-1,-2,1,-3,1,1,1,1,1,-2,-1,1,-2,-3,12,14,5,12,,2,15,18,1,134,2m:14s,AnonymousUser,615098b66a8e2beeae97f6a9,647e1520657b3e741e290106,6489f17dc8e8640849823a27,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=615098b66a8e2beeae97f6a9&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=6489f17dc8e8640849823a27,None,c5bc4401-d9c9-4ac5-b24a-1c9371a08ba2,1,13,2,27,3,33,4,68,6,52,5,100,,81,17441,7,,,,,,,,,,,,83,3,,,,,,,,,,,,,,,,,,86,14,,,,
﻿,0,,,2023-06-14 18:02:27.144036,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,63d30b2b7cd6beb472ecc740,,,1,1,-3,,1,-2,1,1,-2,1,-1,-2,1,-2,-1,11,5,5,,14,15,17,13,,93,1m:33s,AnonymousUser,63d30b2b7cd6beb472ecc740,647e1333ecfafc675f9b0499,6489f28c14398aa89dabff4a,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=63d30b2b7cd6beb472ecc740&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6489f28c14398aa89dabff4a,None,f2b73939-33b0-4d44-9a95-ed6b8e4f0f4b,1,11,2,16,3,22,4,81,,50,6,67,7,35,17442,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 18:09:10.763581,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,6043def9cf14fb410ea2a93c,,,1,1,-1,1,-3,-1,1,-2,1,1,-1,-1,-2,-1,-3,43,11,6,22,28,,22,22,,175,2m:55s,AnonymousUser,6043def9cf14fb410ea2a93c,647e1333ecfafc675f9b0499,6489f3fcc36afe98c11ac1cc,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=6043def9cf14fb410ea2a93c&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6489f3fcc36afe98c11ac1cc,None,912b9d93-a6a2-44f3-b482-de0567806f2b,1,43,2,54,3,60,4,132,7,82,5,104,6,154,17443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 18:16:15.682189,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,608209b96e955ba5201eff25,,,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,-2,-3,5,5,4,,16,21,16,16,,94,1m:34s,AnonymousUser,608209b96e955ba5201eff25,647e1520657b3e741e290106,6489f5cf8ca83b2d5d57349b,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=608209b96e955ba5201eff25&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=6489f5cf8ca83b2d5d57349b,None,423c1ff5-8409-459c-abd3-3eeadbadb665,1,5,2,10,3,14,4,83,,46,6,30,5,62,17444,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 18:20:45.836337,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,5d0e0c9c312297001a37d0ca,,,-2,1,1,-2,1,-3,1,1,1,-1,1,-2,-2,1,-3,4,5,3,9,7,,13,19,,68,1m:8s,AnonymousUser,5d0e0c9c312297001a37d0ca,647e1520657b3e741e290106,6489f6e188c4dd56382617e8,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=5d0e0c9c312297001a37d0ca&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=6489f6e188c4dd56382617e8,None,b0b36ee2-65f7-4e3f-a342-4de772e19556,1,4,2,9,3,12,4,44,6,31,5,53,7,60,17445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 18:48:39.382164,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,5cbcc928ec9b730018bad2a9,,,-2,-3,-1,1,-2,1,1,-2,1,-2,-2,-2,1,-2,1,5,11,3,12,13,,21,17,,102,1m:42s,AnonymousUser,5cbcc928ec9b730018bad2a9,647e1333ecfafc675f9b0499,6489fd67abf13397faeffbfe,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=5cbcc928ec9b730018bad2a9&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6489fd67abf13397faeffbfe,None,eae1fd13-3426-498a-a629-947a15b7563f,1,6,2,17,3,20,4,38,5,50,6,71,7,84,17449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 18:49:11.041756,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,6119e2fc2605933b16ea87c0,,,1,-3,-3,-2,1,-3,1,-1,-1,-2,-3,-1,-2,-1,-2,7,4,4,7,11,9,,14,,70,1m:10s,AnonymousUser,6119e2fc2605933b16ea87c0,647e1333ecfafc675f9b0499,6489fd84c13b4a05576130c8,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=6119e2fc2605933b16ea87c0&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6489fd84c13b4a05576130c8,None,37189b53-6e0c-4bc4-a239-797c20c80e89,1,7,2,11,3,15,4,29,5,56,,45,7,36,17450,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
